time,mem_a,pulse_a,mem_b,pulse_b,i_b
0.002552500,0.068476,0.000000,0.002069,0.000000,0.000000e0
0.002552750,0.068712,0.000000,0.002069,0.000000,0.000000e0
0.002553000,0.068948,0.000000,0.002068,0.000000,0.000000e0
0.002553250,0.069183,0.000000,0.002068,0.000000,0.000000e0
0.002553500,0.069419,0.000000,0.002068,0.000000,0.000000e0
0.002553750,0.069654,0.000000,0.002067,0.000000,0.000000e0
0.002554000,0.069890,0.000000,0.002067,0.000000,0.000000e0
0.002554250,0.070125,0.000000,0.002066,0.000000,0.000000e0
0.002554500,0.070361,0.000000,0.002066,0.000000,0.000000e0
0.002554750,0.070596,0.000000,0.002065,0.000000,0.000000e0
0.002555000,0.070831,0.000000,0.002065,0.000000,0.000000e0
0.002555250,0.071066,0.000000,0.002065,0.000000,0.000000e0
